symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,es_outlier_iqr
2,104.0,Saab,Gas,Std,Four,Sedan,Fwd,Front,99.1,186.6,66.5,56.1,2695,Ohc,Four,121,Mpfi,3.54,3.07,9.3,110.0,5250.0,21,28,12170.0,False
3,150.0,Saab,Gas,Std,Two,Hatchback,Fwd,Front,99.1,186.6,66.5,56.1,2707,Ohc,Four,121,Mpfi,2.54,2.07,9.3,110.0,5250.0,21,28,15040.0,True
2,104.0,Saab,Gas,Std,Four,Sedan,Fwd,Front,99.1,186.6,66.5,56.1,2758,Ohc,Four,121,Mpfi,3.54,3.07,9.3,110.0,5250.0,21,28,15510.0,False
3,150.0,Saab,Gas,Turbo,Two,Hatchback,Fwd,Front,99.1,186.6,66.5,56.1,2808,Dohc,Four,121,Mpfi,3.54,3.07,9.0,160.0,5500.0,19,26,18150.0,False
2,104.0,Saab,Gas,Turbo,Four,Sedan,Fwd,Front,99.1,186.6,66.5,56.1,2847,Dohc,Four,121,Mpfi,3.54,3.07,9.0,160.0,5500.0,19,26,18620.0,False
2,83.0,Subaru,Gas,Std,Two,Hatchback,Fwd,Front,93.7,156.9,63.4,53.7,2050,Ohcf,Four,97,2Bbl,3.62,2.36,9.0,69.0,4900.0,31,36,5118.0,True
2,83.0,Subaru,Gas,Std,Two,Hatchback,Fwd,Front,93.7,157.9,63.6,53.7,2120,Ohcf,Four,108,2Bbl,3.62,2.64,8.7,73.0,4400.0,26,31,7053.0,True
2,83.0,Subaru,Gas,Std,Two,Hatchback,4Wd,Front,93.3,157.3,63.8,55.7,2240,Ohcf,Four,108,2Bbl,3.62,2.64,8.7,73.0,4400.0,26,31,7603.0,True
0,102.0,Subaru,Gas,Std,Four,Sedan,Fwd,Front,97.2,172.0,65.4,52.5,2145,Ohcf,Four,108,2Bbl,3.62,2.64,9.5,82.0,4800.0,32,37,7126.0,True
0,102.0,Subaru,Gas,Std,Four,Sedan,Fwd,Front,97.2,172.0,65.4,52.5,2190,Ohcf,Four,108,2Bbl,3.62,2.64,9.5,82.0,4400.0,28,33,7775.0,True
0,102.0,Subaru,Gas,Std,Four,Sedan,Fwd,Front,97.2,172.0,65.4,52.5,2340,Ohcf,Four,108,Mpfi,3.62,2.64,9.0,94.0,5200.0,26,32,9960.0,True
0,102.0,Subaru,Gas,Std,Four,Sedan,4Wd,Front,97.0,172.0,65.4,54.3,2385,Ohcf,Four,108,2Bbl,3.62,2.64,9.0,82.0,4800.0,24,25,9233.0,True
0,102.0,Subaru,Gas,Turbo,Four,Sedan,4Wd,Front,97.0,172.0,65.4,54.3,2510,Ohcf,Four,108,Mpfi,3.62,2.64,7.7,111.0,4800.0,24,29,11259.0,True
0,89.0,Subaru,Gas,Std,Four,Wagon,Fwd,Front,97.0,173.5,65.4,53.0,2290,Ohcf,Four,108,2Bbl,3.62,2.64,9.0,82.0,4800.0,28,32,7463.0,True
0,89.0,Subaru,Gas,Std,Four,Wagon,Fwd,Front,97.0,173.5,65.4,53.0,2455,Ohcf,Four,108,Mpfi,3.62,2.64,9.0,94.0,5200.0,25,31,10198.0,True
0,85.0,Subaru,Gas,Std,Four,Wagon,4Wd,Front,96.9,173.6,65.4,54.9,2420,Ohcf,Four,108,2Bbl,3.62,2.64,9.0,82.0,4800.0,23,29,8013.0,True
0,85.0,Subaru,Gas,Turbo,Four,Wagon,4Wd,Front,96.9,173.6,65.4,54.9,2650,Ohcf,Four,108,Mpfi,3.62,2.64,7.7,111.0,4800.0,23,23,11694.0,True
1,87.0,Toyota,Gas,Std,Two,Hatchback,Fwd,Front,95.7,158.7,63.6,54.5,1985,Ohc,Four,92,2Bbl,3.05,3.03,9.0,62.0,4800.0,35,39,5348.0,False
1,87.0,Toyota,Gas,Std,Two,Hatchback,Fwd,Front,95.7,158.7,63.6,54.5,2040,Ohc,Four,92,2Bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6338.0,False
1,74.0,Toyota,Gas,Std,Four,Hatchback,Fwd,Front,95.7,158.7,63.6,54.5,2015,Ohc,Four,92,2Bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6488.0,False
0,77.0,Toyota,Gas,Std,Four,Wagon,Fwd,Front,95.7,169.7,63.6,59.1,2280,Ohc,Four,92,2Bbl,3.05,3.03,9.0,62.0,4800.0,31,37,6918.0,False
0,81.0,Toyota,Gas,Std,Four,Wagon,4Wd,Front,95.7,169.7,63.6,59.1,2290,Ohc,Four,92,2Bbl,3.05,3.03,9.0,62.0,4800.0,27,32,7898.0,False
0,91.0,Toyota,Gas,Std,Four,Wagon,4Wd,Front,95.7,169.7,63.6,59.1,3110,Ohc,Four,92,2Bbl,3.05,3.03,9.0,62.0,4800.0,27,32,8778.0,False
0,91.0,Toyota,Gas,Std,Four,Sedan,Fwd,Front,95.7,166.3,64.4,53.0,2081,Ohc,Four,98,2Bbl,3.19,3.03,9.0,70.0,4800.0,30,37,6938.0,False
0,91.0,Toyota,Gas,Std,Four,Hatchback,Fwd,Front,95.7,166.3,64.4,52.8,2109,Ohc,Four,98,2Bbl,3.19,3.03,9.0,70.0,4800.0,30,37,7198.0,False
0,91.0,Toyota,Diesel,Std,Four,Sedan,Fwd,Front,95.7,166.3,64.4,53.0,2275,Ohc,Four,110,Idi,3.27,3.35,22.5,56.0,4500.0,34,36,7898.0,True
0,91.0,Toyota,Diesel,Std,Four,Hatchback,Fwd,Front,95.7,166.3,64.4,52.8,2275,Ohc,Four,110,Idi,3.27,3.35,22.5,56.0,4500.0,38,47,7788.0,True
0,91.0,Toyota,Gas,Std,Four,Sedan,Fwd,Front,95.7,166.3,64.4,53.0,2094,Ohc,Four,98,2Bbl,3.19,3.03,9.0,70.0,4800.0,38,47,7738.0,False
0,91.0,Toyota,Gas,Std,Four,Hatchback,Fwd,Front,95.7,166.3,64.4,52.8,2122,Ohc,Four,98,2Bbl,3.19,3.03,9.0,70.0,4800.0,28,34,8358.0,False
0,91.0,Toyota,Gas,Std,Four,Sedan,Fwd,Front,95.7,166.3,64.4,52.8,2140,Ohc,Four,98,2Bbl,3.19,3.03,9.0,70.0,4800.0,28,34,9258.0,False
1,168.0,Toyota,Gas,Std,Two,Sedan,Rwd,Front,94.5,168.7,64.0,52.6,2169,Ohc,Four,98,2Bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8058.0,False
1,168.0,Toyota,Gas,Std,Two,Hatchback,Rwd,Front,94.5,168.7,64.0,52.6,2204,Ohc,Four,98,2Bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8238.0,False
1,168.0,Toyota,Gas,Std,Two,Sedan,Rwd,Front,94.5,168.7,64.0,52.6,2265,Dohc,Four,98,Mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9298.0,True
1,168.0,Toyota,Gas,Std,Two,Hatchback,Rwd,Front,94.5,168.7,64.0,52.6,2300,Dohc,Four,98,Mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9538.0,True
2,134.0,Toyota,Gas,Std,Two,Hardtop,Rwd,Front,98.4,176.2,65.6,52.0,2540,Ohc,Four,146,Mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,8449.0,False
2,134.0,Toyota,Gas,Std,Two,Hardtop,Rwd,Front,98.4,176.2,65.6,52.0,2536,Ohc,Four,146,Mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9639.0,False
2,134.0,Toyota,Gas,Std,Two,Hatchback,Rwd,Front,98.4,176.2,65.6,52.0,2551,Ohc,Four,146,Mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9989.0,False
2,134.0,Toyota,Gas,Std,Two,Hardtop,Rwd,Front,98.4,176.2,65.6,52.0,2679,Ohc,Four,146,Mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11199.0,False
2,134.0,Toyota,Gas,Std,Two,Hatchback,Rwd,Front,98.4,176.2,65.6,52.0,2714,Ohc,Four,146,Mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11549.0,False
2,134.0,Toyota,Gas,Std,Two,Convertible,Rwd,Front,98.4,176.2,65.6,53.0,2975,Ohc,Four,146,Mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,17669.0,False
-1,65.0,Toyota,Gas,Std,Four,Sedan,Fwd,Front,102.4,175.6,66.5,54.9,2326,Ohc,Four,122,Mpfi,3.31,3.54,8.7,92.0,4200.0,29,34,8948.0,False
-1,65.0,Toyota,Diesel,Turbo,Four,Sedan,Fwd,Front,102.4,175.6,66.5,54.9,2480,Ohc,Four,110,Idi,3.27,3.35,22.5,73.0,4500.0,30,33,10698.0,True
-1,65.0,Toyota,Gas,Std,Four,Hatchback,Fwd,Front,102.4,175.6,66.5,53.9,2414,Ohc,Four,122,Mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,9988.0,False
-1,65.0,Toyota,Gas,Std,Four,Sedan,Fwd,Front,102.4,175.6,66.5,54.9,2414,Ohc,Four,122,Mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,10898.0,False
-1,65.0,Toyota,Gas,Std,Four,Hatchback,Fwd,Front,102.4,175.6,66.5,53.9,2458,Ohc,Four,122,Mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,11248.0,False
3,197.0,Toyota,Gas,Std,Two,Hatchback,Rwd,Front,102.9,183.5,67.7,52.0,2976,Dohc,Six,171,Mpfi,3.27,3.35,9.3,161.0,5200.0,20,24,16558.0,True
3,197.0,Toyota,Gas,Std,Two,Hatchback,Rwd,Front,102.9,183.5,67.7,52.0,3016,Dohc,Six,171,Mpfi,3.27,3.35,9.3,161.0,5200.0,19,24,15998.0,True
-1,90.0,Toyota,Gas,Std,Four,Sedan,Rwd,Front,104.5,187.8,66.5,54.1,3131,Dohc,Six,171,Mpfi,3.27,3.35,9.2,156.0,5200.0,20,24,15690.0,False
-1,122.0,Toyota,Gas,Std,Four,Wagon,Rwd,Front,104.5,187.8,66.5,54.1,3151,Dohc,Six,161,Mpfi,3.27,3.35,9.2,156.0,5200.0,19,24,15750.0,False
2,122.0,Volkswagen,Diesel,Std,Two,Sedan,Fwd,Front,97.3,171.7,65.5,55.7,2261,Ohc,Four,97,Idi,3.01,3.4,23.0,52.0,4800.0,37,46,7775.0,True
2,122.0,Volkswagen,Gas,Std,Two,Sedan,Fwd,Front,97.3,171.7,65.5,55.7,2209,Ohc,Four,109,Mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,7975.0,False
2,94.0,Volkswagen,Diesel,Std,Four,Sedan,Fwd,Front,97.3,171.7,65.5,55.7,2264,Ohc,Four,97,Idi,3.01,3.4,23.0,52.0,4800.0,37,46,7995.0,True
2,94.0,Volkswagen,Gas,Std,Four,Sedan,Fwd,Front,97.3,171.7,65.5,55.7,2212,Ohc,Four,109,Mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8195.0,False
2,94.0,Volkswagen,Gas,Std,Four,Sedan,Fwd,Front,97.3,171.7,65.5,55.7,2275,Ohc,Four,109,Mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8495.0,False
2,94.0,Volkswagen,Diesel,Turbo,Four,Sedan,Fwd,Front,97.3,171.7,65.5,55.7,2319,Ohc,Four,97,Idi,3.01,3.4,23.0,68.0,4500.0,37,42,9495.0,True
2,94.0,Volkswagen,Gas,Std,Four,Sedan,Fwd,Front,97.3,171.7,65.5,55.7,2300,Ohc,Four,109,Mpfi,3.19,3.4,10.0,100.0,5500.0,26,32,9995.0,False
3,122.0,Volkswagen,Gas,Std,Two,Convertible,Fwd,Front,94.5,159.3,64.2,55.6,2254,Ohc,Four,109,Mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,11595.0,False
3,256.0,Volkswagen,Gas,Std,Two,Hatchback,Fwd,Front,94.5,165.7,64.0,51.4,2221,Ohc,Four,109,Mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,9980.0,True
0,122.0,Volkswagen,Gas,Std,Four,Sedan,Fwd,Front,100.4,180.2,66.9,55.1,2661,Ohc,Five,136,Mpfi,3.19,3.4,8.5,110.0,5500.0,19,24,13295.0,False
0,122.0,Volkswagen,Diesel,Turbo,Four,Sedan,Fwd,Front,100.4,180.2,66.9,55.1,2579,Ohc,Four,97,Idi,3.01,3.4,23.0,68.0,4500.0,33,38,13845.0,True
0,122.0,Volkswagen,Gas,Std,Four,Wagon,Fwd,Front,100.4,183.1,66.9,55.1,2563,Ohc,Four,109,Mpfi,3.19,3.4,9.0,88.0,5500.0,25,31,12290.0,False
-2,103.0,Volvo,Gas,Std,Four,Sedan,Rwd,Front,104.3,188.8,67.2,56.2,2912,Ohc,Four,141,Mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,12940.0,False
-1,74.0,Volvo,Gas,Std,Four,Wagon,Rwd,Front,104.3,188.8,67.2,57.5,3034,Ohc,Four,141,Mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,13415.0,False
-2,103.0,Volvo,Gas,Std,Four,Sedan,Rwd,Front,104.3,188.8,67.2,56.2,2935,Ohc,Four,141,Mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,15985.0,False
-1,74.0,Volvo,Gas,Std,Four,Wagon,Rwd,Front,104.3,188.8,67.2,57.5,3042,Ohc,Four,141,Mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,16515.0,False
-2,103.0,Volvo,Gas,Turbo,Four,Sedan,Rwd,Front,104.3,188.8,67.2,56.2,3045,Ohc,Four,130,Mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18420.0,False
-1,74.0,Volvo,Gas,Turbo,Four,Wagon,Rwd,Front,104.3,188.8,67.2,57.5,3157,Ohc,Four,130,Mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18950.0,False
-1,95.0,Volvo,Gas,Std,Four,Sedan,Rwd,Front,109.1,188.8,68.9,55.5,2952,Ohc,Four,141,Mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,16845.0,False
-1,95.0,Volvo,Gas,Turbo,Four,Sedan,Rwd,Front,109.1,188.8,68.8,55.5,3049,Ohc,Four,141,Mpfi,3.78,3.15,8.7,160.0,5300.0,19,25,19045.0,False
-1,95.0,Volvo,Gas,Std,Four,Sedan,Rwd,Front,109.1,188.8,68.9,55.5,3012,Ohcv,Six,173,Mpfi,3.58,2.87,8.8,134.0,5500.0,18,23,21485.0,False
-1,95.0,Volvo,Diesel,Turbo,Four,Sedan,Rwd,Front,109.1,188.8,68.9,55.5,3217,Ohc,Six,145,Idi,3.01,3.4,23.0,106.0,4800.0,26,27,22470.0,True
-1,95.0,Volvo,Gas,Turbo,Four,Sedan,Rwd,Front,109.1,188.8,68.9,55.5,3062,Ohc,Four,141,Mpfi,3.78,3.15,9.5,114.0,5400.0,19,25,22625.0,False
