ID_Venta,Marca,Pais_Origen,Tipo_Carroceria,Tipo_Combustible,Caballos_Fuerza,Precio_Catalogo_Original,Sede,Ciudad_Sede,Precio_Construccion,Precio_Publico,Cantidad_Vendida,Anio_Venta,Antiguedad_Vehiculo,Ingreso_Total,Categoria_Precio
183,Volkswagen,Alemania,Sedan,Gas,85.0,8495.0,Drivehub Caribe,Barranquilla,5080.0,9875.0,139.0,2026,0,1372625.0,Economico
184,Volkswagen,Alemania,Sedan,Gas,103.59358288770053,9495.0,Primeauto Andino,Pereira,5401.0,10529.0,180.0,2026,0,1895220.0,Medio
185,Volkswagen,Alemania,Sedan,Gas,100.0,9995.0,Autoplaza Norte,Bogota,5863.0,11738.0,199.0,2024,2,2335862.0,Medio
186,Volkswagen,Alemania,Convertible,Gas,90.0,11595.0,Carworld Pacifico,Cali,8545.0,13165.0,145.0,2026,0,1908925.0,Medio
187,Volkswagen,Alemania,Hatchback,Gas,90.0,9980.0,Velocity Motors,Bucaramanga,8545.25925925926,10574.0,218.0,2025,1,2305132.0,Medio
188,Volkswagen,Alemania,Sedan,Gas,110.0,13295.0,Autoplaza Norte,Bogota,8686.0,14033.0,159.0,2024,2,2231247.0,Medio
189,Volkswagen,Alemania,Sedan,Diesel,68.0,13845.0,Drivehub Caribe,Barranquilla,9434.0,14815.0,114.0,2024,2,1688910.0,Medio
190,Volkswagen,Alemania,Wagon,Gas,88.0,12290.0,Primeauto Andino,Pereira,7830.0,12930.0,155.0,2025,1,2004150.0,Medio
191,Volvo,Suecia,Sedan,Gas,114.0,12940.0,Drivehub Caribe,Barranquilla,9006.0,13733.0,177.0,2026,0,2430741.0,Medio
192,Volvo,Suecia,Wagon,Gas,114.0,13415.0,Autoplaza Norte,Bogota,7506.0,15478.0,180.0,2025,1,2786040.0,Medio
193,Volvo,Suecia,Sedan,Gas,114.0,15985.0,Primeauto Andino,Pereira,10601.0,18065.0,150.0,2025,1,2709750.0,Medio
194,Volvo,Suecia,Wagon,Gas,114.0,16515.0,Velocity Motors,Bucaramanga,9607.0,19198.0,159.0,2023,3,3052482.0,Medio
195,Volvo,Suecia,Sedan,Gas,162.0,18420.0,Autoplaza Norte,Bogota,8545.25925925926,21864.0,107.0,2023,3,2339448.0,Alto
196,Volvo,Suecia,Wagon,Gas,162.0,18950.0,Drivehub Caribe,Barranquilla,11718.0,21561.0,115.0,2023,3,2479515.0,Alto
197,Volvo,Suecia,Sedan,Gas,114.0,16845.0,Motorcenter Sur,Medellin,9574.0,19522.0,109.0,2026,0,2127898.0,Medio
198,Volvo,Suecia,Sedan,Gas,160.0,19045.0,Carworld Pacifico,Cali,10833.0,22160.0,114.0,2023,3,2526240.0,Alto
199,Volvo,Suecia,Sedan,Gas,134.0,21485.0,Drivehub Caribe,Barranquilla,13155.0,23777.0,128.0,2023,3,3043456.0,Alto
200,Volvo,Suecia,Sedan,Diesel,106.0,22470.0,Primeauto Andino,Pereira,16760.0,24406.0,117.0,2024,2,2855502.0,Alto
201,Volvo,Suecia,Sedan,Gas,114.0,22625.0,Autoplaza Norte,Bogota,13237.0,24452.0,127.0,2026,0,3105404.0,Alto
